-14, 0 
-26, -56 
-48, -38 
-26, -20 
-2, -18 
44, -1 
40, 8 
22, 30 
28, 9 
46, 22 
40, 21 
-74, 10 
24, 21 
72, 22 
12, 12 
36, 25 
36, 9 
52, 13 
50, 27 
-76, 23 
44, 35 
-44, 19 
28, 25 
58, 16 
16, 22 
16, 29 
16, 23 
-74, 35 
-20, 30 
46, 35 
8, 19 
80, 38 
72, 29 
66, 32 
-28, 33 
38, 38 
52, 27 
56, 33 
42, 38 
32, 28 
58, 35 
22, 28 
12, 26 
60, 24 
48, 34 
48, 24 
-24, 20 
8, 38 
60, 35 
14, 38 
64, 54 
4, 39 
80, 42 
38, 42 
56, 43 
68, 39 
80, 48 
40, 38 
72, 41 
42, 36 
46, 42 
54, 30 
48, 43 
2, 39 
52, 47 
48, 33 
44, 42 
20, 47 
56, 38 
-24, 43 
-4, 45 
68, 42 
32, 42 
-24, 48 
24, 39 
14, 36 
8, 46 
40, 46 
76, 54 
72, 43 
12, 46 
60, 44 
54, 47 
60, 52 
48, 43 
64, 49 
60, 45 
52, 39 
32, 54 
80, 46 
72, 47 
44, 37 
56, 47 
60, 57 
60, 42 
40, 43 
80, 47 
72, 46 
-72, 42 
64, 42 
-24, 36 
36, 45 
-8, 49 
64, 45 
12, 43 
42, 49 
56, 47 
76, 50 
40, 41 
4, 46 
-106, 34 
60, 49 
-42, 37 
36, 42 
46, 46 
22, 29 
86, 54 
68, 50 
20, 34 
32, 44 
20, 41 
72, 44 
74, 46 
36, 43 
68, 46 
42, 41 
26, 49 
70, 39 
28, 56 
-66, 36 
76, 47 
80, 39 
72, 51 
70, 41 
64, 55 
44, 49 
24, 57 
-30, 39 
72, 43 
68, 47 
72, 48 
72, 51 
64, 49 
-20, 41 
80, 46 
80, 41 
44, 46 
80, 47 
60, 48 
68, 43 
74, 49 
64, 34 
40, 48 
52, 48 
66, 47 
68, 42 
-74, 45 
72, 47 
88, 52 
30, 42 
80, 46 
68, 53 
80, 56 
72, 52 
60, 58 
60, 53 
8, 40 
80, 54 
38, 52 
54, 47 
40, 50 
-32, 44 
20, 50 
38, 46 
68, 49 
-100, 38 
76, 43 
68, 50 
60, 53 
74, 39 
66, 44 
80, 49 
88, 47 
68, 49 
60, 47 
50, 37 
66, 46 
8, 52 
80, 47 
80, 54 
44, 50 
60, 50 
0, 49 
52, 44 
72, 52 
-4, 51 
44, 47 
76, 54 
86, 53 
-12, 36 
76, 46 
