8, 0, 0 
56, 42, 0 
48, 41, 0 
44, 59, 0 
44, 63, 0 
80, 56, 0 
100, 65, 0 
90, 72, 0 
72, 66, 0 
64, 68, 0 
68, 72, 0 
96, 73, 0 
92, 70, 0 
100, 72, 0 
80, 70, 0 
72, 65, 0 
60, 75, 0 
-60, 65, 0 
52, 68, 0 
84, 71, 0 
100, 75, 0 
72, 72, 0 
88, 77, 0 
92, 76, 0 
28, 65, 0 
64, 72, 0 
100, 76, 0 
92, 76, 0 
44, 72, 0 
100, 74, 0 
100, 82, 0 
90, 65, 0 
84, 71, 0 
92, 65, 0 
80, 82, 0 
80, 81, 0 
98, 73, 0 
50, 78, 0 
80, 60, 0 
52, 62, 0 
