84, 4, 0 
32, 59, 0 
62, 74, 0 
42, 66, 0 
84, 74, 0 
50, 66, 0 
60, 72, 0 
72, 66, 0 
82, 77, 0 
76, 75, 0 
92, 70, 0 
84, 74, 0 
80, 69, 0 
92, 69, 0 
84, 75, 0 
100, 75, 0 
44, 77, 0 
48, 69, 0 
68, 73, 0 
98, 69, 0 
76, 60, 0 
92, 75, 0 
92, 73, 0 
0, 69, 0 
92, 73, 0 
60, 74, 0 
92, 63, 0 
84, 71, 0 
40, 71, 0 
24, 71, 0 
84, 69, 0 
34, 65, 0 
96, 77, 0 
44, 76, 0 
100, 75, 0 
92, 81, 0 
92, 75, 0 
52, 70, 0 
72, 71, 0 
92, 70, 0 
96, 76, 0 
32, 67, 0 
80, 71, 0 
92, 74, 0 
84, 74, 0 
52, 65, 0 
18, 65, 0 
100, 82, 0 
68, 64, 0 
98, 74, 0 
100, 73, 0 
98, 73, 0 
100, 69, 0 
-16, 59, 0 
98, 67, 0 
92, 75, 0 
-8, 67, 0 
20, 64, 0 
84, 80, 0 
