-1030, -51, 0 
-998, -1220, 0 
-338, -1486, 0 
-666, -3678, 0 
-10950, -4993, 0 
-1010, -3748, 0 
-950, -3030, 0 
-966, -2817, 0 
-1046, -3148, 0 
-954, -2631, 0 
-954, -1863, 0 
-654, -2649, 0 
-1030, -3891, 0 
-666, -2692, 0 
-1022, -2365, 0 
-654, -2411, 0 
-10956, -3192, 0 
-946, -2941, 0 
-930, -2579, 0 
-10950, -3484, 0 
-10972, -3340, 0 
-1070, -3675, 0 
-582, -3202, 0 
-546, -3880, 0 
-10974, -3585, 0 
-726, -3692, 0 
-1070, -2987, 0 
-1030, -2524, 0 
-946, -2268, 0 
-1046, -2880, 0 
-982, -2435, 0 
-998, -2568, 0 
-950, -3422, 0 
-1030, -2390, 0 
-10954, -3091, 0 
-646, -2116, 0 
-622, -2701, 0 
-1026, -3613, 0 
-1042, -2469, 0 
-10876, -3939, 0 
-1010, -3822, 0 
-626, -3444, 0 
-570, -3238, 0 
-970, -3091, 0 
-926, -2535, 0 
-1026, -3053, 0 
-1046, -3101, 0 
-10956, -4886, 0 
-650, -5228, 0 
-650, -4241, 0 
-10954, -5613, 0 
-10956, -5003, 0 
-946, -5398, 0 
-10952, -4821, 0 
-1002, -4382, 0 
-626, -3645, 0 
-1050, -3975, 0 
-306, -3435, 0 
-978, -2404, 0 
-1010, -1746, 0 
-610, -1875, 0 
-234, -2305, 0 
-986, -3254, 0 
-686, -3398, 0 
-10914, -3231, 0 
-990, -3473, 0 
-698, -2386, 0 
-10874, -2994, 0 
-1006, -2924, 0 
-646, -2988, 0 
-582, -3029, 0 
-10954, -2912, 0 
-546, -2086, 0 
-654, -2424, 0 
-982, -2127, 0 
-670, -2285, 0 
-10952, -3891, 0 
-10954, -3529, 0 
-546, -2861, 0 
-1034, -2870, 0 
-994, -2366, 0 
-10954, -3956, 0 
-970, -3884, 0 
-1030, -3408, 0 
-10912, -3212, 0 
-702, -3502, 0 
-950, -2419, 0 
-10914, -3517, 0 
-718, -2400, 0 
-1010, -1764, 0 
-658, -2301, 0 
-622, -1696, 0 
-10912, -2245, 0 
-970, -2870, 0 
-546, -2508, 0 
-626, -2515, 0 
-994, -3487, 0 
-622, -4185, 0 
-658, -3933, 0 
-1010, -4023, 0 
-526, -2748, 0 
-1074, -2022, 0 
-10896, -2930, 0 
-10950, -2993, 0 
-654, -2129, 0 
-10950, -3804, 0 
-586, -3618, 0 
-550, -3241, 0 
-650, -2771, 0 
-622, -3100, 0 
-1010, -2936, 0 
-10912, -3003, 0 
-322, -3290, 0 
-10950, -3640, 0 
-926, -2964, 0 
-10912, -4535, 0 
