-4170, -208, 0 
-4904, -443, 0 
-6128, -727, 0 
-3034, -842, 0 
-4986, -1049, 0 
-3378, -1166, 0 
-3794, -1297, 0 
-5728, -1519, 0 
-4130, -1649, 0 
-3282, -1731, 0 
-6972, -1993, 0 
-3626, -2075, 0 
-4634, -2203, 0 
-4154, -2300, 0 
-4162, -2393, 0 
-2674, -2407, 0 
-4602, -2517, 0 
-6186, -2700, 0 
-4474, -2789, 0 
-5596, -2929, 0 
-2954, -2931, 0 
-5026, -3035, 0 
-5798, -3173, 0 
-5282, -3279, 0 
-3234, -3277, 0 
-6196, -3422, 0 
-5990, -3551, 0 
-3018, -3524, 0 
-4746, -3585, 0 
-6436, -3728, 0 
-5332, -3808, 0 
-4194, -3827, 0 
-3666, -3819, 0 
-3858, -3821, 0 
-3594, -3810, 0 
-8190, -4029, 0 
-3834, -4019, 0 
-4666, -4051, 0 
-3858, -4042, 0 
-3434, -4011, 0 
-4122, -4017, 0 
-3682, -4000, 0 
-3050, -3952, 0 
-4906, -4000, 0 
-5224, -4061, 0 
-6990, -4208, 0 
-5186, -4257, 0 
-3546, -4221, 0 
-7060, -4363, 0 
-3770, -4333, 0 
-4106, -4322, 0 
-4138, -4313, 0 
-4450, -4319, 0 
-3762, -4292, 0 
-5590, -4356, 0 
-3874, -4332, 0 
-3970, -4314, 0 
-5826, -4390, 0 
-4762, -4408, 0 
-3842, -4380, 0 
-5376, -4430, 0 
-4650, -4441, 0 
-5712, -4504, 0 
-3522, -4455, 0 
-6098, -4537, 0 
-3746, -4498, 0 
-4398, -4493, 0 
-4850, -4511, 0 
-3562, -4463, 0 
-2674, -4374, 0 
-6052, -4457, 0 
-4918, -4480, 0 
-4074, -4460, 0 
-4828, -4478, 0 
-4146, -4462, 0 
-3818, -4430, 0 
-3354, -4376, 0 
-6972, -4506, 0 
-2954, -4428, 0 
-3346, -4374, 0 
-5272, -4419, 0 
-4410, -4418, 0 
-4202, -4407, 0 
-5226, -4448, 0 
-4846, -4468, 0 
-6062, -4548, 0 
-4034, -4522, 0 
-5210, -4557, 0 
-7338, -4696, 0 
-4994, -4710, 0 
-2402, -4595, 0 
-4202, -4575, 0 
-3594, -4526, 0 
-7010, -4650, 0 
-5530, -4694, 0 
-5154, -4717, 0 
-5274, -4745, 0 
-3882, -4702, 0 
-6182, -4776, 0 
-3282, -4701, 0 
-5640, -4748, 0 
-5010, -4761, 0 
-6510, -4849, 0 
-4826, -4847, 0 
-3658, -4788, 0 
-6596, -4878, 0 
-5338, -4901, 0 
-3282, -4820, 0 
-3434, -4751, 0 
-5306, -4779, 0 
-3634, -4721, 0 
-4802, -4725, 0 
-4416, -4710, 0 
-3642, -4657, 0 
-5010, -4674, 0 
-3346, -4608, 0 
-6204, -4688, 0 
-5760, -4741, 0 
-3530, -4681, 0 
-4434, -4668, 0 
-6888, -4779, 0 
-6200, -4850, 0 
-4098, -4813, 0 
-3282, -4736, 0 
-4138, -4706, 0 
-3292, -4635, 0 
-6144, -4711, 0 
-5264, -4738, 0 
-6614, -4832, 0 
-3602, -4771, 0 
-4930, -4779, 0 
-5376, -4808, 0 
-2618, -4699, 0 
-5660, -4747, 0 
-5742, -4797, 0 
-3890, -4751, 0 
-5276, -4777, 0 
-6538, -4865, 0 
-5274, -4886, 0 
-3258, -4804, 0 
-4170, -4773, 0 
-5682, -4818, 0 
-3730, -4764, 0 
-3274, -4689, 0 
-4154, -4662, 0 
-4250, -4642, 0 
-4450, -4632, 0 
-4130, -4607, 0 
-5150, -4634, 0 
-6094, -4707, 0 
-4490, -4696, 0 
-4426, -4683, 0 
-4338, -4665, 0 
-6638, -4764, 0 
-6514, -4852, 0 
-4718, -4845, 0 
-6148, -4910, 0 
-5590, -4944, 0 
-3826, -4888, 0 
-5618, -4924, 0 
-3850, -4871, 0 
-3874, -4821, 0 
-4396, -4800, 0 
-5164, -4818, 0 
-3834, -4769, 0 
-6648, -4863, 0 
-6468, -4943, 0 
-3882, -4890, 0 
-3898, -4840, 0 
-5360, -4866, 0 
-4828, -4864, 0 
-2714, -4757, 0 
-6072, -4822, 0 
-3218, -4742, 0 
-5802, -4795, 0 
-3650, -4738, 0 
-4962, -4749, 0 
-5662, -4795, 0 
-4746, -4792, 0 
-3842, -4745, 0 
-3338, -4674, 0 
-4390, -4660, 0 
-4522, -4653, 0 
-4806, -4661, 0 
-4490, -4652, 0 
-5832, -4711, 0 
-4722, -4712, 0 
-3514, -4652, 0 
-5648, -4702, 0 
-4386, -4686, 0 
-3602, -4632, 0 
-5242, -4662, 0 
-4410, -4649, 0 
-4916, -4663, 0 
-3834, -4621, 0 
-6174, -4699, 0 
-3530, -4640, 0 
-4418, -4629, 0 
-4690, -4632, 0 
-3986, -4600, 0 
-4722, -4606, 0 
-3522, -4552, 0 
-3258, -4487, 0 
-3570, -4441, 0 
-4194, -4429, 0 
-5802, -4497, 0 
-3642, -4455, 0 
-3946, -4429, 0 
-6124, -4514, 0 
-3810, -4479, 0 
-4098, -4460, 0 
-7026, -4588, 0 
-3858, -4551, 0 
-3898, -4519, 0 
-3650, -4475, 0 
-3042, -4404, 0 
-5010, -4434, 0 
-4210, -4423, 0 
-4458, -4424, 0 
-3898, -4398, 0 
-3642, -4360, 0 
-3898, -4337, 0 
-4226, -4331, 0 
-5332, -4381, 0 
-5156, -4420, 0 
-3724, -4385, 0 
-3322, -4332, 0 
-6570, -4444, 0 
-4888, -4466, 0 
-5614, -4524, 0 
-3874, -4491, 0 
-3826, -4458, 0 
-5282, -4499, 0 
-4962, -4522, 0 
-4098, -4501, 0 
-4466, -4499, 0 
-3362, -4442, 0 
-4418, -4441, 0 
-3266, -4382, 0 
-6658, -4496, 0 
-4458, -4494, 0 
-6216, -4580, 0 
-3538, -4528, 0 
-7484, -4676, 0 
-3608, -4622, 0 
-4970, -4640, 0 
-3346, -4575, 0 
-4154, -4554, 0 
-6102, -4631, 0 
-3562, -4578, 0 
-3018, -4500, 0 
-4354, -4492, 0 
-4108, -4473, 0 
-4500, -4475, 0 
-5778, -4540, 0 
-4690, -4547, 0 
-5604, -4600, 0 
-6638, -4702, 0 
-3674, -4650, 0 
-3842, -4610, 0 
-3978, -4578, 0 
-4378, -4568, 0 
-5310, -4605, 0 
-6590, -4705, 0 
