-82, -4 
-92, -59 
-48, -29 
-42, -16 
28, 1 
16, 2 
64, 14 
74, 40 
82, 38 
-50, 45 
48, 47 
52, 40 
68, 56 
82, 47 
84, 54 
40, 55 
50, 48 
84, 52 
76, 54 
28, 48 
60, 42 
76, 59 
44, 48 
80, 62 
52, 56 
52, 52 
84, 58 
56, 51 
72, 51 
76, 50 
52, 57 
76, 60 
84, 55 
72, 46 
24, 53 
40, 46 
24, 53 
52, 57 
12, 56 
76, 59 
74, 52 
14, 54 
84, 59 
76, 50 
36, 51 
84, 47 
44, 53 
8, 54 
38, 55 
84, 49 
-68, 48 
76, 60 
16, 51 
30, 56 
64, 44 
70, 62 
28, 54 
64, 56 
40, 53 
84, 57 
84, 63 
72, 57 
76, 51 
52, 48 
64, 60 
84, 47 
40, 57 
56, 64 
72, 53 
14, 48 
76, 57 
0, 55 
24, 52 
84, 57 
76, 53 
36, 58 
60, 52 
56, 53 
64, 60 
28, 50 
76, 62 
72, 57 
74, 61 
64, 53 
64, 58 
70, 54 
60, 56 
72, 59 
76, 57 
76, 53 
24, 41 
84, 52 
18, 57 
48, 53 
84, 56 
24, 53 
82, 52 
64, 44 
68, 47 
64, 46 
84, 60 
60, 60 
82, 63 
80, 64 
72, 56 
64, 58 
60, 60 
76, 56 
28, 53 
12, 49 
28, 55 
64, 58 
84, 56 
80, 60 
84, 54 
82, 59 
36, 54 
76, 50 
-10, 52 
48, 50 
72, 61 
76, 47 
84, 57 
82, 66 
40, 53 
84, 56 
84, 52 
72, 51 
70, 50 
76, 64 
64, 59 
68, 47 
76, 57 
84, 60 
66, 48 
52, 48 
40, 55 
84, 60 
84, 54 
84, 47 
66, 62 
-26, 58 
82, 60 
80, 53 
34, 52 
84, 61 
76, 60 
72, 48 
62, 51 
64, 51 
16, 60 
68, 65 
60, 48 
72, 49 
68, 57 
72, 56 
32, 54 
46, 44 
84, 59 
56, 57 
84, 52 
72, 56 
24, 56 
82, 48 
76, 53 
-78, 56 
-16, 55 
-50, 48 
76, 56 
20, 49 
84, 53 
74, 57 
-8, 58 
16, 48 
40, 49 
72, 59 
40, 61 
26, 54 
76, 61 
84, 58 
-4, 52 
64, 61 
40, 54 
32, 53 
64, 58 
70, 62 
40, 52 
76, 58 
22, 52 
76, 63 
84, 62 
82, 51 
84, 62 
32, 54 
82, 57 
48, 62 
26, 51 
54, 61 
72, 50 
76, 57 
84, 65 
