-6, 0, 0 
20, 24, 0 
68, 65, 0 
98, 55, 0 
100, 67, 0 
86, 75, 0 
2, 58, 0 
-40, 60, 0 
68, 68, 0 
52, 62, 0 
88, 63, 0 
80, 62, 0 
-74, 51, 0 
100, 72, 0 
100, 66, 0 
80, 52, 0 
-56, 66, 0 
100, 61, 0 
46, 77, 0 
96, 62, 0 
68, 63, 0 
28, 55, 0 
78, 63, 0 
92, 65, 0 
18, 65, 0 
-4, 60, 0 
92, 69, 0 
80, 72, 0 
88, 73, 0 
68, 71, 0 
100, 72, 0 
12, 56, 0 
88, 74, 0 
100, 68, 0 
70, 70, 0 
88, 61, 0 
100, 66, 0 
80, 68, 0 
88, 59, 0 
92, 73, 0 
92, 71, 0 
8, 69, 0 
6, 56, 0 
32, 65, 0 
92, 66, 0 
100, 61, 0 
44, 65, 0 
80, 65, 0 
54, 65, 0 
72, 63, 0 
68, 67, 0 
68, 71, 0 
18, 68, 0 
68, 74, 0 
-30, 68, 0 
80, 62, 0 
28, 69, 0 
26, 70, 0 
88, 73, 0 
88, 71, 0 
62, 72, 0 
74, 66, 0 
92, 71, 0 
44, 65, 0 
94, 72, 0 
100, 70, 0 
-74, 61, 0 
60, 71, 0 
28, 57, 0 
88, 72, 0 
76, 70, 0 
86, 72, 0 
86, 67, 0 
52, 67, 0 
100, 74, 0 
98, 72, 0 
96, 76, 0 
64, 65, 0 
32, 67, 0 
44, 71, 0 
52, 54, 0 
100, 66, 0 
86, 74, 0 
92, 66, 0 
64, 71, 0 
92, 66, 0 
32, 73, 0 
18, 71, 0 
80, 74, 0 
88, 69, 0 
36, 68, 0 
78, 68, 0 
88, 64, 0 
-82, 61, 0 
100, 74, 0 
98, 71, 0 
92, 59, 0 
36, 64, 0 
10, 70, 0 
92, 72, 0 
44, 71, 0 
